comment,sentiment,dominant_construct
sayang banget harus pake vpn baru bisa akses. instalasi vpn-nya bikin pusing tujuh keliling.,negative,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
instalasi vpn-nya bikin pusing tujuh keliling. gas terus,negative,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",negative,Performance Expectancy
instalasi vpn-nya bikin pusing tujuh keliling.,negative,Performance Expectancy
"cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya. sangat efektif untuk meningkatkan produktivitas kerja. anjir",positive,Social Influence
"banyak influencer yang bahas,jadi penasaran. sangat efektif untuk meningkatkan produktivitas kerja.",positive,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap. menu-menunya membingungkan,banyak iklan ganggu. no debat",negative,Facilitating Conditions
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
"koneksi internet harus stabil biar tidak gagal terus. temen-temen kantor udah pada pake,masa saya nggak. gokil",positive,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. gas terus",positive,Effort Expectancy
sayang banget harus pake vpn baru bisa akses.,neutral,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana.",negative,Effort Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
koneksi internet harus stabil biar tidak gagal terus.,neutral,Performance Expectancy
dosen saya nyaranin pake ini buat riset. asli,neutral,Effort Expectancy
dosen saya nyaranin pake ini buat riset. kuota boros banget buat generate video 10 detik doang.,negative,Social Influence
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. simpel dan elegan,navigasinya enak dipandang.",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Social Influence
"hp kentang saya tidak kuat jalanin aplikasi ini. tidak peduli orang bilang apa,saya tetep nyaman pake ini. asli",negative,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. asli,negative,Effort Expectancy
"banyak influencer yang bahas,jadi penasaran. wkwk",positive,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. instalasi vpn-nya bikin pusing tujuh keliling. boleh lah",neutral,Facilitating Conditions
"simpel dan elegan,navigasinya enak dipandang. output-nya kurang akurat buat kebutuhan profesional.",positive,Performance Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. dosen saya nyaranin pake ini buat riset.",positive,Facilitating Conditions
output-nya kurang akurat buat kebutuhan profesional. parah sih,negative,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",positive,Performance Expectancy
dosen saya nyaranin pake ini buat riset. anjir,neutral,Effort Expectancy
"output-nya kurang akurat buat kebutuhan profesional. laptop spek rendah tetep bisa akses lewat cloud,mantap. boleh lah",negative,Facilitating Conditions
"simpel dan elegan,navigasinya enak dipandang. support-nya oke,ada panduan lengkap di websitenya. anjir",positive,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. sayang banget harus pake vpn baru bisa akses. no debat",positive,Social Influence
"simpel dan elegan,navigasinya enak dipandang.",positive,Performance Expectancy
ngebantu cari ide konten pas lagi mampet. gokil,positive,Social Influence
"output-nya kurang akurat buat kebutuhan profesional. temen-temen kantor udah pada pake,masa saya nggak. boleh lah",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. mending skip",positive,Social Influence
"ribet bener interfacenya,bingung mau klik mana. kuota boros banget buat generate video 10 detik doang.",negative,Effort Expectancy
"tools ini ngebantu banget buat nyelesain tugas kuliah. menu-menunya membingungkan,banyak iklan ganggu. parah sih",negative,Social Influence
"viral di tiktok mangkanya nyobain,ternyata emang keren. support-nya oke,ada panduan lengkap di websitenya. parah sih",positive,Social Influence
ngebantu cari ide konten pas lagi mampet.,positive,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. support-nya oke,ada panduan lengkap di websitenya. mending skip",positive,Effort Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. rekomendasi dari komunitas ai ini emang tidak pernah gagal. boleh lah",positive,Performance Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. mending skip",neutral,Effort Expectancy
"temen-temen kantor udah pada pake,masa saya nggak.",neutral,Performance Expectancy
"banyak influencer yang bahas,jadi penasaran. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"banyak influencer yang bahas,jadi penasaran. gas terus",positive,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. gokil",negative,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. tools ini ngebantu banget buat nyelesain tugas kuliah.",positive,Social Influence
"tools ini ngebantu banget buat nyelesain tugas kuliah. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
"ribet bener interfacenya,bingung mau klik mana. banyak influencer yang bahas,jadi penasaran. boleh lah",negative,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. sangat efektif untuk meningkatkan produktivitas kerja. gas terus",negative,Social Influence
"support-nya oke,ada panduan lengkap di websitenya. tools ini ngebantu banget buat nyelesain tugas kuliah. wkwk",positive,Social Influence
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,positive,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. hp kentang saya tidak kuat jalanin aplikasi ini. boleh lah",neutral,Performance Expectancy
dosen saya nyaranin pake ini buat riset. gas terus,neutral,Social Influence
tools ini ngebantu banget buat nyelesain tugas kuliah. gas terus,positive,Social Influence
dosen saya nyaranin pake ini buat riset. gas terus,neutral,Social Influence
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
koneksi internet harus stabil biar tidak gagal terus. tools ini ngebantu banget buat nyelesain tugas kuliah.,positive,Social Influence
"support-nya oke,ada panduan lengkap di websitenya. asli",positive,Effort Expectancy
sayang banget harus pake vpn baru bisa akses. gokil,positive,Social Influence
"viral di tiktok mangkanya nyobain,ternyata emang keren. tidak guna,malah bikin kerjaan makin numpuk.",positive,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. ribet bener interfacenya,bingung mau klik mana. parah sih",negative,Social Influence
"viral di tiktok mangkanya nyobain,ternyata emang keren. user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya. dosen saya nyaranin pake ini buat riset. boleh lah",neutral,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",positive,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. no debat",positive,Performance Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini. gokil,negative,Social Influence
"user friendly parah,pemula pasti langsung paham. viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Effort Expectancy
instalasi vpn-nya bikin pusing tujuh keliling. boleh lah,neutral,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. banyak influencer yang bahas,jadi penasaran.",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. cara pakainya gampang banget,gak perlu tutorial. gokil",positive,Social Influence
sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. parah sih",positive,Performance Expectancy
"kuota boros banget buat generate video 10 detik doang. viral di tiktok mangkanya nyobain,ternyata emang keren. no debat",positive,Social Influence
"kuota boros banget buat generate video 10 detik doang. simpel dan elegan,navigasinya enak dipandang. wkwk",negative,Social Influence
output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
kuota boros banget buat generate video 10 detik doang. gokil,negative,Social Influence
"koneksi internet harus stabil biar tidak gagal terus. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. output-nya kurang akurat buat kebutuhan profesional. parah sih",negative,Social Influence
sayang banget harus pake vpn baru bisa akses. gokil,positive,Social Influence
"ngebantu cari ide konten pas lagi mampet. ribet bener interfacenya,bingung mau klik mana. gokil",negative,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. anjir",positive,Effort Expectancy
"koneksi internet harus stabil biar tidak gagal terus. temen-temen kantor udah pada pake,masa saya nggak.",neutral,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu.",negative,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial. dosen saya nyaranin pake ini buat riset.",positive,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. tidak guna,malah bikin kerjaan makin numpuk.",positive,Facilitating Conditions
dosen saya nyaranin pake ini buat riset.,neutral,Effort Expectancy
koneksi internet harus stabil biar tidak gagal terus. gas terus,neutral,Social Influence
dosen saya nyaranin pake ini buat riset. asli,neutral,Effort Expectancy
"kuota boros banget buat generate video 10 detik doang. tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"menu-menunya membingungkan,banyak iklan ganggu. koneksi internet harus stabil biar tidak gagal terus. no debat",negative,Performance Expectancy
sayang banget harus pake vpn baru bisa akses. wkwk,neutral,Effort Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. tidak peduli orang bilang apa,saya tetep nyaman pake ini. asli",positive,Social Influence
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Social Influence
"ribet bener interfacenya,bingung mau klik mana. no debat",negative,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial. gokil",positive,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. tools ini ngebantu banget buat nyelesain tugas kuliah. mending skip",negative,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja.,positive,Social Influence
"cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"koneksi internet harus stabil biar tidak gagal terus. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"kuota boros banget buat generate video 10 detik doang. menu-menunya membingungkan,banyak iklan ganggu. gas terus",negative,Social Influence
hp kentang saya tidak kuat jalanin aplikasi ini. instalasi vpn-nya bikin pusing tujuh keliling. boleh lah,negative,Performance Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. instalasi vpn-nya bikin pusing tujuh keliling.",positive,Facilitating Conditions
"sangat efektif untuk meningkatkan produktivitas kerja. user friendly parah,pemula pasti langsung paham. asli",positive,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. dosen saya nyaranin pake ini buat riset. boleh lah,positive,Social Influence
"hp kentang saya tidak kuat jalanin aplikasi ini. banyak influencer yang bahas,jadi penasaran.",negative,Performance Expectancy
"sayang banget harus pake vpn baru bisa akses. hasil generate-nya oke punya,bikin kerjaan sat set. boleh lah",neutral,Performance Expectancy
dosen saya nyaranin pake ini buat riset. output-nya kurang akurat buat kebutuhan profesional. gas terus,negative,Effort Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. ribet bener interfacenya,bingung mau klik mana. asli",neutral,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. sangat efektif untuk meningkatkan produktivitas kerja.",positive,Social Influence
"support-nya oke,ada panduan lengkap di websitenya. anjir",neutral,Effort Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set.",neutral,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. boleh lah",positive,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. koneksi internet harus stabil biar tidak gagal terus. gokil",positive,Social Influence
"menu-menunya membingungkan,banyak iklan ganggu. koneksi internet harus stabil biar tidak gagal terus.",negative,Performance Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. ngebantu cari ide konten pas lagi mampet.",neutral,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. dosen saya nyaranin pake ini buat riset.",negative,Social Influence
