comment,sentiment,dominant_construct
kuota boros banget buat generate video 10 detik doang. dosen saya nyaranin pake ini buat riset.,negative,Performance Expectancy
"user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"cara pakainya gampang banget,gak perlu tutorial. laptop spek rendah tetep bisa akses lewat cloud,mantap. no debat",positive,Effort Expectancy
"sayang banget harus pake vpn baru bisa akses. simpel dan elegan,navigasinya enak dipandang.",positive,Social Influence
"simpel dan elegan,navigasinya enak dipandang. viral di tiktok mangkanya nyobain,ternyata emang keren. asli",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk. cara pakainya gampang banget,gak perlu tutorial. parah sih",negative,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. hasil generate-nya oke punya,bikin kerjaan sat set.",positive,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. laptop spek rendah tetep bisa akses lewat cloud,mantap. mending skip",positive,Effort Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,Performance Expectancy
"dosen saya nyaranin pake ini buat riset. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
ngebantu cari ide konten pas lagi mampet. parah sih,negative,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. temen-temen kantor udah pada pake,masa saya nggak. parah sih",negative,Effort Expectancy
"ngebantu cari ide konten pas lagi mampet. temen-temen kantor udah pada pake,masa saya nggak.",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Social Influence
"user friendly parah,pemula pasti langsung paham. banyak influencer yang bahas,jadi penasaran.",positive,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya. boleh lah",neutral,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. parah sih",positive,Facilitating Conditions
dosen saya nyaranin pake ini buat riset. mending skip,neutral,Performance Expectancy
"support-nya oke,ada panduan lengkap di websitenya. gas terus",neutral,Effort Expectancy
koneksi internet harus stabil biar tidak gagal terus. tools ini ngebantu banget buat nyelesain tugas kuliah. anjir,negative,Effort Expectancy
koneksi internet harus stabil biar tidak gagal terus. anjir,neutral,Facilitating Conditions
"tidak guna,malah bikin kerjaan makin numpuk. boleh lah",negative,Performance Expectancy
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,neutral,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu.",negative,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. temen-temen kantor udah pada pake,masa saya nggak.",neutral,Performance Expectancy
"banyak influencer yang bahas,jadi penasaran. wkwk",positive,Effort Expectancy
output-nya kurang akurat buat kebutuhan profesional. kuota boros banget buat generate video 10 detik doang. no debat,negative,Effort Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah.,negative,Performance Expectancy
ngebantu cari ide konten pas lagi mampet.,negative,Performance Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"support-nya oke,ada panduan lengkap di websitenya.",neutral,Effort Expectancy
"user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"menu-menunya membingungkan,banyak iklan ganggu.",negative,Performance Expectancy
"cara pakainya gampang banget,gak perlu tutorial.",positive,Effort Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini.",positive,Performance Expectancy
dosen saya nyaranin pake ini buat riset. asli,positive,Performance Expectancy
dosen saya nyaranin pake ini buat riset. asli,positive,Performance Expectancy
"sayang banget harus pake vpn baru bisa akses. simpel dan elegan,navigasinya enak dipandang.",positive,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. wkwk",neutral,Performance Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. parah sih,positive,Social Influence
"sangat efektif untuk meningkatkan produktivitas kerja. ribet bener interfacenya,bingung mau klik mana.",positive,Social Influence
"support-nya oke,ada panduan lengkap di websitenya. banyak influencer yang bahas,jadi penasaran. anjir",positive,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. sangat efektif untuk meningkatkan produktivitas kerja. asli",positive,Social Influence
sayang banget harus pake vpn baru bisa akses.,negative,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. koneksi internet harus stabil biar tidak gagal terus. gokil",positive,Social Influence
dosen saya nyaranin pake ini buat riset. hp kentang saya tidak kuat jalanin aplikasi ini.,negative,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. mending skip",positive,Performance Expectancy
instalasi vpn-nya bikin pusing tujuh keliling. sayang banget harus pake vpn baru bisa akses.,negative,Social Influence
hp kentang saya tidak kuat jalanin aplikasi ini.,negative,Performance Expectancy
output-nya kurang akurat buat kebutuhan profesional. parah sih,negative,Effort Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah. instalasi vpn-nya bikin pusing tujuh keliling. boleh lah,negative,Social Influence
"ngebantu cari ide konten pas lagi mampet. tidak peduli orang bilang apa,saya tetep nyaman pake ini.",negative,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana. tidak guna,malah bikin kerjaan makin numpuk. no debat",negative,Performance Expectancy
"ribet bener interfacenya,bingung mau klik mana. rekomendasi dari komunitas ai ini emang tidak pernah gagal.",negative,Effort Expectancy
instalasi vpn-nya bikin pusing tujuh keliling. boleh lah,negative,Effort Expectancy
koneksi internet harus stabil biar tidak gagal terus. mending skip,negative,Effort Expectancy
dosen saya nyaranin pake ini buat riset. parah sih,negative,Performance Expectancy
"sayang banget harus pake vpn baru bisa akses. viral di tiktok mangkanya nyobain,ternyata emang keren. gas terus",positive,Social Influence
"tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
rekomendasi dari komunitas ai ini emang tidak pernah gagal.,neutral,Performance Expectancy
"temen-temen kantor udah pada pake,masa saya nggak. user friendly parah,pemula pasti langsung paham.",negative,Effort Expectancy
kuota boros banget buat generate video 10 detik doang. boleh lah,negative,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. tidak peduli orang bilang apa,saya tetep nyaman pake ini. mending skip",negative,Performance Expectancy
"banyak influencer yang bahas,jadi penasaran. laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"dosen saya nyaranin pake ini buat riset. tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. ngebantu cari ide konten pas lagi mampet.",positive,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. gas terus",positive,Performance Expectancy
"menu-menunya membingungkan,banyak iklan ganggu. hp kentang saya tidak kuat jalanin aplikasi ini.",negative,Social Influence
"tools ini ngebantu banget buat nyelesain tugas kuliah. temen-temen kantor udah pada pake,masa saya nggak.",negative,Social Influence
"hasil generate-nya oke punya,bikin kerjaan sat set. gokil",positive,Social Influence
"ribet bener interfacenya,bingung mau klik mana. mending skip",negative,Effort Expectancy
sayang banget harus pake vpn baru bisa akses. instalasi vpn-nya bikin pusing tujuh keliling. anjir,negative,Facilitating Conditions
"viral di tiktok mangkanya nyobain,ternyata emang keren. support-nya oke,ada panduan lengkap di websitenya.",positive,Social Influence
"rekomendasi dari komunitas ai ini emang tidak pernah gagal. cara pakainya gampang banget,gak perlu tutorial. parah sih",positive,Effort Expectancy
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. instalasi vpn-nya bikin pusing tujuh keliling.",negative,Performance Expectancy
dosen saya nyaranin pake ini buat riset. hp kentang saya tidak kuat jalanin aplikasi ini. gas terus,negative,Performance Expectancy
koneksi internet harus stabil biar tidak gagal terus. rekomendasi dari komunitas ai ini emang tidak pernah gagal.,negative,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. asli",positive,Performance Expectancy
"cara pakainya gampang banget,gak perlu tutorial. temen-temen kantor udah pada pake,masa saya nggak. boleh lah",negative,Effort Expectancy
ngebantu cari ide konten pas lagi mampet.,negative,Performance Expectancy
ngebantu cari ide konten pas lagi mampet. sayang banget harus pake vpn baru bisa akses. gokil,negative,Social Influence
sangat efektif untuk meningkatkan produktivitas kerja. no debat,positive,Social Influence
kuota boros banget buat generate video 10 detik doang. mending skip,negative,Effort Expectancy
ngebantu cari ide konten pas lagi mampet.,negative,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. cara pakainya gampang banget,gak perlu tutorial.",negative,Effort Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. rekomendasi dari komunitas ai ini emang tidak pernah gagal.",negative,Performance Expectancy
"koneksi internet harus stabil biar tidak gagal terus. user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"laptop spek rendah tetep bisa akses lewat cloud,mantap. tools ini ngebantu banget buat nyelesain tugas kuliah. gas terus",positive,Social Influence
instalasi vpn-nya bikin pusing tujuh keliling. output-nya kurang akurat buat kebutuhan profesional.,negative,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. mending skip",negative,Effort Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. wkwk,positive,Social Influence
"banyak influencer yang bahas,jadi penasaran.",neutral,Performance Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. instalasi vpn-nya bikin pusing tujuh keliling.,positive,Social Influence
"banyak influencer yang bahas,jadi penasaran. wkwk",positive,Effort Expectancy
tools ini ngebantu banget buat nyelesain tugas kuliah. kuota boros banget buat generate video 10 detik doang. no debat,negative,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. tidak guna,malah bikin kerjaan makin numpuk.",negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren.",positive,Social Influence
rekomendasi dari komunitas ai ini emang tidak pernah gagal. wkwk,neutral,Social Influence
sangat efektif untuk meningkatkan produktivitas kerja. koneksi internet harus stabil biar tidak gagal terus.,positive,Social Influence
instalasi vpn-nya bikin pusing tujuh keliling. sayang banget harus pake vpn baru bisa akses.,negative,Social Influence
"menu-menunya membingungkan,banyak iklan ganggu. hp kentang saya tidak kuat jalanin aplikasi ini. asli",negative,Social Influence
dosen saya nyaranin pake ini buat riset.,neutral,Performance Expectancy
"user friendly parah,pemula pasti langsung paham. koneksi internet harus stabil biar tidak gagal terus.",negative,Effort Expectancy
"simpel dan elegan,navigasinya enak dipandang. tidak guna,malah bikin kerjaan makin numpuk.",positive,Performance Expectancy
"simpel dan elegan,navigasinya enak dipandang. kuota boros banget buat generate video 10 detik doang. asli",positive,Social Influence
"laptop spek rendah tetep bisa akses lewat cloud,mantap.",positive,Facilitating Conditions
"viral di tiktok mangkanya nyobain,ternyata emang keren. koneksi internet harus stabil biar tidak gagal terus. no debat",positive,Social Influence
"cara pakainya gampang banget,gak perlu tutorial. tidak guna,malah bikin kerjaan makin numpuk. boleh lah",negative,Effort Expectancy
"ribet bener interfacenya,bingung mau klik mana. ngebantu cari ide konten pas lagi mampet.",negative,Effort Expectancy
hp kentang saya tidak kuat jalanin aplikasi ini.,negative,Performance Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. hasil generate-nya oke punya,bikin kerjaan sat set. no debat",positive,Social Influence
sayang banget harus pake vpn baru bisa akses. output-nya kurang akurat buat kebutuhan profesional.,negative,Performance Expectancy
sangat efektif untuk meningkatkan produktivitas kerja. kuota boros banget buat generate video 10 detik doang. mending skip,positive,Social Influence
"tidak peduli orang bilang apa,saya tetep nyaman pake ini. ribet bener interfacenya,bingung mau klik mana.",negative,Performance Expectancy
"hp kentang saya tidak kuat jalanin aplikasi ini. cara pakainya gampang banget,gak perlu tutorial. gas terus",negative,Effort Expectancy
"viral di tiktok mangkanya nyobain,ternyata emang keren. simpel dan elegan,navigasinya enak dipandang. gas terus",positive,Social Influence
"koneksi internet harus stabil biar tidak gagal terus. user friendly parah,pemula pasti langsung paham.",positive,Effort Expectancy
"hasil generate-nya oke punya,bikin kerjaan sat set. asli",neutral,Performance Expectancy
"tidak guna,malah bikin kerjaan makin numpuk. cara pakainya gampang banget,gak perlu tutorial.",negative,Effort Expectancy
